ebird_com_me,dir_exists,got_data,got_coverage,mapped_neighbors,got_draws,got_par_sums,made_trend_maps,got_indices,got_trends,prop_bad_rh,prop_bad_ess,trend_median,trend_q0.025,trend_q0.975,trend_median_10yr,trend_q0.025_10yr,trend_q0.975_10yr,ebird_sci_me,sum_success
Western Kingbird,1,1,1,1,1,1,1,1,1,0,0,0.269955307,-1.150614984,1.699271593,5.048170797,0.190517423,10.72285553,Tyrannus_verticalis,6
Western Meadowlark,1,1,1,1,1,1,1,1,1,0,0,-1.931838893,-2.630591065,-1.134984669,-0.203246667,-2.469609129,2.384207122,Sturnella_neglecta,6
Western Screech-Owl,1,1,1,1,1,1,1,1,1,0,0,-0.093334117,-0.704348249,0.476716745,-3.381729613,-5.11630433,-1.631398291,Megascops_kennicottii,6
Western Sandpiper,1,1,1,1,1,1,1,1,1,0,0,-1.588650045,-2.910602428,0.382195539,-5.452344074,-9.491881359,-0.576987683,Calidris_mauri,6
Western Tager,1,1,1,0,0,0,0,0,0,,,,,,,,,Piranga_ludovicia,2
White-breasted Nuthatch,1,1,1,1,1,1,1,1,1,0,0,1.524250311,1.442385779,1.603359001,1.120452211,0.897947786,1.352300262,Sitta_carolinensis,6
White-crowned Pigeon,1,1,1,0,0,0,0,0,0,,,,,,,,,Patagioes_leucocephala,2
White-crowned Sparrow,1,1,1,1,1,1,1,1,1,0,0,-0.398394097,-1.114752904,-0.124274251,-0.039499525,-0.437181674,1.860608162,Zonotrichia_leucophrys,6
White-eyed Parakeet,1,1,1,0,0,0,0,0,0,,,,,,,,,Psittacara_leucophthalmus,2
White-eyed Vireo,1,1,1,1,1,1,1,1,1,0,0,0.031752339,-0.316350245,0.392137827,1.298468617,0.031751858,2.624115971,Vireo_griseus,6
White-faced Ibis,1,1,1,1,1,1,1,1,1,0,0,7.132812103,2.763033791,11.81084875,-1.61504545,-9.057898501,7.10597203,Plegadis_chihi,6
White-fronted Amazon,1,1,1,0,0,0,0,0,0,,,,,,,,,Amazo_albifrons,2
White-headed Woodpecker,1,1,1,1,1,1,1,1,1,0,0,1.25545251,0.251522312,2.479047006,0.070372163,-2.915649893,3.0068314,Dryobates_albolarvatus,6
Whiskered Auklet,1,1,1,0,0,0,0,0,0,,,,,,,,,Aethia_pygmaea,2
White Ibis,1,1,1,1,1,1,1,1,1,0,0,4.274845989,3.331903514,5.827065028,2.76213226,-0.003873511,5.858864123,Eudocimus_albus,6
Whimbrel,1,1,1,1,1,1,1,1,1,0,0,-0.509268901,-1.344745878,0.254345565,0.84236462,-1.951351195,3.593896883,Numenius_phaeopus,6
Whooping Crane,1,1,1,0,0,0,0,0,0,,,,,,,,,Grus_america,2
White-rumped Sandpiper,1,1,1,0,0,0,0,0,0,,,,,,,,,Calidris_fuscicollis,2
Whiskered Screech-Owl,1,1,1,0,0,0,0,0,0,,,,,,,,,Megascops_trichopsis,2
White-tipped Dove,1,1,1,1,1,1,1,1,1,0,0,2.264400342,1.10572863,3.455977347,1.655452893,-2.572197064,6.061388311,Leptotila_verreauxi,6
White-tailed Hawk,1,1,1,1,1,1,1,1,1,0,0,5.748591157,4.568522181,7.528451295,-0.473156302,-3.306584133,2.422758815,Geranoaetus_albicaudatus,6
White-tailed Kite,1,1,1,1,1,1,1,1,1,0,0,0.394452942,-0.186913522,1.744487511,-4.681879638,-6.396334882,-2.387422316,Elanus_leucurus,6
White-tailed Ptarmigan,1,1,1,0,0,0,0,0,0,,,,,,,,,Lagopus_leucura,2
White-throated Sparrow,1,1,1,1,1,1,1,1,1,0,0,-0.601091981,-0.827835217,-0.373590178,1.028065403,0.445837733,1.68002198,Zonotrichia_albicollis,6
White-throated Swift,1,1,1,1,1,1,1,1,1,0,0,-1.203409675,-2.966462965,0.579218028,-5.283041241,-10.54895945,0.011961496,Aeroutes_saxatalis,6
White-winged Crossbill,1,1,1,1,1,1,1,1,1,0,0,-4.271388041,-13.03018554,-0.067704497,2.572921777,-4.123685586,15.01969051,Loxia_leucoptera,6
White-winged Dove,1,1,1,1,1,1,1,1,1,0,0,9.851983275,7.823939334,12.02073204,0.932557252,-2.341046189,5.091626689,Zeida_asiatica,6
White-winged Parakeet,0,0,0,0,0,0,0,0,0,,,,,,,,,Brotogeris_versicolurus,0
White-winged Scoter,1,1,1,1,1,1,1,1,1,0,0,-1.460671175,-3.025562157,0.75677036,-0.262859925,-2.973500773,6.828904185,Melanitta_deglandi,6
Willet,1,1,1,1,1,1,1,1,1,0,0,-0.396636369,-0.91112912,0.135050083,-2.378576782,-3.871235756,-0.911896947,Tringa_semipalmata,6
Wilson's Phalarope,1,1,1,0,0,0,0,0,0,,,,,,,,,Phalaropus_tricolor,2
Wilson's Plover,1,1,1,1,1,1,1,1,1,0,0,-2.71984528,-4.192149341,-0.969168059,5.11700882,-0.638617951,12.49290193,Arhynchus_wilsonia,6
Willow Ptarmigan,1,1,1,1,1,1,1,1,1,0,0,-0.487371383,-3.511783096,2.473960818,5.104691504,-2.990990588,15.56240442,Lagopus_lagopus,6
Williamson's Sapsucker,1,1,1,1,1,1,1,1,1,0,0,1.609502651,0.493857604,2.86125494,2.867319198,-0.868036539,6.813464876,Sphyrapicus_thyroideus,6
Wild Turkey,1,1,1,1,1,1,1,1,1,0,0,9.2388528,7.950418021,10.51722356,1.33059103,-2.590498603,4.237273394,Meleagris_gallopavo,6
Winter Wren,1,1,1,1,1,1,1,1,1,0,0,1.275614372,0.987446315,1.54853655,4.207653609,3.593017099,4.864284585,Troglodytes_hiemalis,6
Wilson's Warbler,1,1,1,1,1,1,1,1,1,0,0,2.36659769,1.285577818,3.281002446,4.246696191,0.765948489,7.285816397,Cardelli_pusilla,6
Worm-eating Warbler,1,1,1,0,0,0,0,0,0,,,,,,,,,Helmitheros_vermivorum,2
Wood Duck,1,1,1,1,1,1,1,1,1,0,0,0.470953477,-0.385980055,1.184629424,-1.623009654,-3.007147316,0.212444772,Aix_sponsa,6
Woodhouse's Scrub-Jay,1,1,1,1,1,1,1,1,1,0,0,1.037667607,0.485388731,1.666596979,0.379500673,-1.224579761,2.149410043,Aphelocoma_woodhouseii,6
Wood Stork,1,1,1,1,1,1,1,1,1,0,0,2.534728042,1.995499238,3.129702375,3.283345957,1.273443749,6.196847321,Mycteria_america,6
Wood Thrush,1,1,1,1,1,1,1,1,1,0,0,-6.321356389,-8.976548691,-4.026022778,-4.433238356,-15.98079181,6.728579358,Hylocichla_musteli,6
Wrentit,1,1,1,1,1,1,1,1,1,0,0,0.394946281,0.054012574,0.720236076,-0.172577202,-1.187878907,0.937536691,Chamaea_fasciata,6
Western or Clark's Grebe,1,1,1,1,1,1,1,1,1,0,0,-3.057659792,-4.42223656,-2.029182781,-4.726862035,-6.276379058,-3.161822137,Aechmophorus_occidentalis/clarkii,6
Arctic or Pacific Loon,1,1,1,1,1,1,1,1,1,0,0,-0.026964527,-1.354208352,1.127041774,0.973455587,-1.955155801,4.295990618,Gavia_arctica/pacifica,6
American or Pacific Golden-Plover (Lesser Golden-Plover),1,1,1,1,1,1,1,1,1,0,0,-2.852430164,-4.516884592,-1.182315468,2.775557117,-3.697438708,10.60370111,Pluvialis_dominica/fulva,6
Tropical or Couch's Kingbird,1,1,1,1,1,1,1,1,1,0,0,1.694950446,0.522328587,2.932103073,0.153229245,-2.261830933,2.747882518,Tyrannus_melancholicus/couchii,6
Cackling or Cada Goose,1,1,1,1,1,1,1,1,1,0,0,6.841765735,4.764488677,9.350856885,10.09644505,4.019328116,17.79395862,Branta_hutchinsii/cadensis,6
American Coot,1,1,1,1,1,1,1,1,1,0,0,-1.13796749,-2.284397519,-0.324629942,-5.505748352,-8.170035537,-3.122369242,Fulica_america,6
Common or Wilson's Snipe,1,1,1,1,1,1,1,1,1,0,0,-1.746163405,-1.985160864,-1.297657705,-1.547877946,-1.907089384,1.021590642,Galligo_galligo/delicata,6
Iceland Gull,1,1,1,1,1,1,1,1,1,0,0,3.333075956,1.400351335,5.04277022,0.182378327,-3.326971243,4.482328232,Larus_glaucoides,6
White-winged or Yellow-chevroned Parakeet,1,1,1,0,0,0,0,0,0,,,,,,,,,Brotogeris_versicolurus/chiriri,2
Crested Caracara,1,1,1,1,1,1,1,1,1,0,0,7.46309557,6.535719257,8.441233248,1.870547313,-0.603827108,3.983509535,Caracara_plancus,6
Yellow-crowned Night Heron,1,1,1,1,1,1,1,1,1,0,0,-0.230614921,-0.890831241,0.441499704,0.399324949,-1.871611007,2.824253603,Nyctassa_violacea,6
Yellow-breasted Chat,1,1,1,1,1,1,1,1,1,0,0,-1.174298025,-1.861788987,-0.448179902,0.565634435,-2.005350278,3.522700668,Icteria_virens,6
Yellow-billed Loon,1,1,1,1,1,1,1,1,1,0,0,-2.15943083,-4.141817943,-0.382101592,0.368380343,-4.968317763,6.8007001,Gavia_adamsii,6
Yellow-billed Magpie,1,1,1,0,0,0,0,0,0,,,,,,,,,Pica_nuttalli,2
Yellow-bellied Sapsucker,1,1,0,1,1,1,1,1,1,0,0,0.168784588,0.001023471,0.341582047,-0.836250874,-1.228054946,-0.439582302,Sphyrapicus_varius,5
Yellow-eyed Junco,1,1,1,0,0,0,0,0,0,,,,,,,,,Junco_phaeonotus,2
Yellow-footed Gull,1,1,1,0,0,0,0,0,0,,,,,,,,,Larus_livens,2
Yellow-headed Blackbird,1,1,1,1,1,1,1,1,1,0,0,-0.872231725,-3.664815866,1.670322297,3.898069548,-2.445867624,11.39071018,Xanthocephalus_xanthocephalus,6
Yellow-headed Amazon,1,1,1,0,0,0,0,0,0,,,,,,,,,Amazo_oratrix,2
Yellow Rail,1,1,1,1,1,1,1,1,1,0,0,4.02944314,-1.100843973,9.063236768,18.66006332,6.331300897,34.80744504,Coturnicops_noveboracensis,6
Yellow Warbler,1,1,1,1,1,1,1,1,1,0,0,0.839140638,-0.136284952,1.903142624,1.577634268,-1.506485734,5.089318516,Setophaga_petechia,6
Yellow-rumped Warbler,1,1,1,1,1,1,1,1,1,0,0,-0.059099064,-0.387527546,0.315482438,-1.644267076,-2.10910279,0.150084194,Setophaga_corota,6
Yellow-throated Vireo,1,1,1,0,0,0,0,0,0,,,,,,,,,Vireo_flavifrons,2
Yellow-throated Warbler,1,1,1,1,1,1,1,1,1,0,0,-0.363329966,-0.856863636,0.108774241,3.301487853,1.686630803,4.922189586,Setophaga_dominica,6
Zone-tailed Hawk,1,1,1,1,1,1,1,1,1,0,0,5.005867809,3.12113972,7.781557425,4.384218641,-0.383244839,9.562196713,Buteo_albonotatus,6
